MANUFACTURE,BRAND,ITEMDESC,QTY,UNIT,PACKSIZE,PACKTYPE,Product Name
HEMAS MANUFACTURING (PVT) LTD,CLOGARD,CLOGARD/70G/CDBOX/STRONGER TEETH NATURAL SALT,70,GM,70G,CDBOX,Stronger Teeth Natural Salt (CLOGARD seems to be a brand name and is not typically considered as the product name)
CEYLON AGRO INDUSTRIES,PRIMA TWIST,PRIMA/400G/PLPCH/TWIST NOODLES SAVE/-30,400,GM,400G,PLPCH,"Twist Noodles (Based on the context and common naming conventions, this is an educated guess as the exact product name isn't specified in the given description.)"
CAVINKARE PRIVATE LIMITED,MEERA,MEERA/80/ML/PLBOT/HAIR FALL CARE SHAMPOO/SHIKAKAI & BADAM,10000,10000,80 ML ,PLBOT ,Hair Fall Care Shampoo with Shikakai & Badam
CR MARKETING,APPLE,APPLE/325/ML/GLBT/WOOD PRESERVATIVE CLEAR,325,ML,325ML,GLBT,APPLE PRESERVATIVE CLEAR
CR MARKETING,APPLE,APPLE/750/ML/GLBT/WOOD PRESERVATIVE CLEAR,750,ML,750ML,GLBT,"Apple Preservative Clear (Given the ""/"" separations, it seems like ""Apple"" could be a misinterpretation of ""APPLE"", which might refer to the product itself as a clear preservative for apples. However, without more context, it's hard to confirm.)"
RICHDALE QUALITY FOOD,RICHDALE,RICHDALE / 80 / GM / PLCUP / DAIRY DESSERT WITH JELLY,10000,10000,80 MG,PLCUP,Dairy Dessert with Jelly
ROYAL AGENCIES,BYNDAR,BYNDAR / 40 / ML / PLBOT / GUM,10000,10000,40 ML,PLBOT,"BYNDAR (assuming ""BYNDAR"" is the intended product name)"
STAR KING,STAR KING,STAR KING / 60 / ML / PLBOT / CLORAEX,10000,10000,60 ML,PLBOT,STAR KING
PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE/200/GM/PLPCH/FULL CREAM MILK POWDER,10000,10000,200 GM,PLPCH ,FULL CREAM MILK POWDER
RIMO ICE CREAM & POP (PVT) LTD.,RIMO,RIMO/50/ML/PLPCH/ICE CREAM & POP,50,ML,50ML,PLPCH,ICE CREAM & POP
DUNIYA S.S TEA PRODUCTS,DUNIYA,DUNIYA /50/GM/PLPCH/ S.S TEA,50,GM,50GM,PLPCH,S.S TEA
NESTLE LANKA,MAGGI CLASSIC,MAGGI /75G/POCH /PAPARE BLAST/,75,GM,75G,POCH ,PAPARE BLAST
SISILA MARKETING SERVICES,SATIS MIXED FRUIT,SATIS/200/ML/PET/ MIX FRUIT NECTAR ,200,ML,200ML,PET,Mix Fruit Nectar (From the given description)
COCA-COLA BEVERAGES,FANTA ORANGE,FANTA ORANGE/1500/ML/PBT/SAVE 40,1500,ML,1500ML,PBT,Fanta Orange
COCA-COLA BEVERAGES,SPRITE,SPRITE/1500/ML/PBT/SAVE 40,1500,ML,1500ML,PBT,Sprite
COCA-COLA BEVERAGES,COCA-COLA,COCA-COLA/1500/ML/PBT/SAVE 40,1500,ML,1500ML,PBT,Coca-Cola
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500/ML/PBT/POWER PLUS ORIGINAL 10X SAVE 50,500,ML,500ML,PBT,Harpic Power Plus Original
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500/ML/PBT/FRESH FLORAL SAVE 50,500,ML,500ML,PBT,"HARPIC FRESH FLORAL SAVE 50 (From the given description, it seems like this product is called ""Harpic Fresh Floral Save"", but there's a number ""50"" at the end. To be sure, I would recommend checking the actual product packaging or official product listings for the exact name.)"
VISCAM BOOK INDUSTRIES ,VISCAM,VISCAM/120/PAGES/EXERCISE BOOK,120,PAGES,120PAGES,BOOK ,EXERCISE BOOK
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/80/ML/PBT/KESHARAJA HEALTHY & SHINING AYURVEDA SHAMPOO ,80,ML,80ML ,PBT,KESHARAJA HEALTHY & SHINING AYURVEDA SHAMPOO
RECKITT BENCKISER (LANKA) LTD,DETTOL,DETTOL/280(70G×4)/GM/EWREP/ORIGINAL GERM DEFENCE 4 PACK/FREE/HARPIC/200/ML/PBT/POWER PLUS 10X ADVANCED ,280,GM,280GM(70G×4),EWREP ,"1. Dettol Original Germ Defence (4 Pack)
   2. Harpic Power Plus 10X Advanced"
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/80/ML/PBT/NELLI NOURISHING & CLEANSING AYURVEDA SHAMPOO ,80,ML,80ML ,PBT,NELLIMARKKAI Nourishing & Cleansing Ayurveda Shampoo
SWADESHI INDUSTRIAL WORKS LTD,KHOMBA BABY,"KHOMBA BABY/280(70G×4)+90G/GM/CDB/MILK SOAPS KOHOMBA, COCONUT MILK & ALOE VERA 4 IN 1 SAVE RS. 50/=/+/KHOMBA BABY AVOCADO SOAP KOHOMBA WITH AVOCADO AND OLIVE OIL/5 PACK SAVE RS.110/=",280,GM,280GM(70G×4)+90GM,CDB,"1. Khomba Baby/280 - Coconut Milk & Aloe Vera 4 in 1 Soap
   2. Khomba Baby Avocado Soap"
NATURE'S BEAUTY CREATIONS LTD,PANDA BABY,PANDA BABY/50/ML/CDB/NEEM & TURMERIC HERBAL COLOGNE ,50,ML,50ML ,CDB,PANDA BABY/NEEM & TURMERIC HERBAL COLOGNE
THIAGI ASSOCIATES,MYPAL,MYPAL/40/GM/PBT/BINDER GLUE PEN STIK IT,10000,10000,40 GM,PBT,Binder Glue Pen Stik It
CAVINKARE PRIVATE LIMITED,INDICA,INDICA EASY/21/ML/PLPSH/HAIR COLOUR LIQUID/10MI ACTION/BUY2GET1 FREE40ML MEERA CONDITIONER SHAMPOO ,21,ML,21ML,PLPSH ,Meera Conditioner Shampoo
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500/ML/PLBOT/10X ORIGINAL/FREE DIVA FRESH 200G/SAVE RS.50,500,ML,500ML,PLBOT ,HARPIC Original (from the given description)
PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE/200/G/PLPSH/FULL CREAM MILK POWDER ,200,GM,200G,PLPSH ,FULL CREAM MILK POWDER
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500/ML/PLBOT/FRESH PINE/FREE DIVA FRESH 200G/SAVE RS.50,500,ML,500ML,PLBOT ,HARPIC FRESH PINE
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500/ML/PLBOT/FRESH CITRUS/FREE DIVA FRESH 200G/SAVE RS.50,500,ML,500ML,PLBOT ,HARPIC FRESH CITRUS
B.S.T.TRADERS,ROSETTE,ROSETTE/200/PGS/JAFFNA RULE ,200,PGS,200PGS,PGS,Rosette/PGS/Jaffna
ATLAS AXILLIA CO. (PVT) LTD,HOMERUN,HOMERUN/200/PGS/1NO/DOUBLE RULE,200,PGS,200PGS,1NO,"Double Rule (Based on the context, this seems to be a product name for a double-sided ruler.)"
VINI CONSUMER CARE LANKA PVT LTD,FOGG,FOGG FINE BOY BREEZE 120ML,120,ML,120ML,10000,FOGG FINE BOY BREEZE
UNILEVER SRI LANKA LTD,LIFEBUOY ,LIFEBUOY HEALTH SHAMPOO HERBAL SHAMPOO WITH HERBAL EXTRACTS 80ML,80,ML,80ML,PTBOT,LIFEBUOY HEALTH SHAMPOO HERBAL SHAMPOO
VINI CONSUMER CARE LANKA PVT LTD,FOGG,FOGG FINE RIO WOVE 120ML,120,ML,120ML,10000,FOGG FINE RIO WOVE
VINI CONSUMER CARE LANKA PVT LTD,FOGG,FOGG FINE FIZZY DEW 120ML,10000,10000,10000,10000,FOGG FINE FIZZY DEW
UNILEVER SRI LANKA LTD,LIFEBUOY ,LIFEBUOY AYURVEDA CARE PANCHARATNA SHAMPOO 80 ML + FREE LIFEBUOY MILD CARE WITH MILK PROTEIN 75GM,80,ML,80ML,PTBOT,"1. LIFEBUOY AYURVEDA CARE PANCHARATNA SHAMPOO
    2. LIFEBUOY MILD CARE WITH MILK PRODUCT (However, it's not explicitly clear if this is a shampoo as well; the name suggests a care product but not a shampoo specifically.)"
VINI CONSUMER CARE LANKA PVT LTD,FOGG,FOGG FINE BRAZILION BURST 120ML,120,ML,120ML,10000,FOGG FINE BRAZILIAN BURST
HARUMI HOLDINGS (PVT) LTD,EVON ,EVON KERATIN + HAIR PROTECTIVE COLOR CARE SHAMPOO 200ML,200,GM,200GM,PTBOT,EVON KERATIN + HAIR PROTECTIVE COLOR CARE SHAMPOO
ACE HEALTHCARE PVT LTD,SWABHA CEYLON,SWABHA CEYLON LONG & STRONG CONDITIONER ENRICHED WITH HERBAL EXTRACTS HIBISCUS JATAMANSI 180ML,180,ML,180ML,PTBOT,SWABHA CEYLON LONG & STRONG CONDITIONER ENRICHED WITH HERBAL EXTRACTS HIBISCUS JATAMANSI
CEYLON COLD STORES,VIBE,VIBE\250\ML\CAN\GRAPE BURST ,250,ML,250ML,CAN,Grape Burst (From VIBE\250\ML\CAN)
CEYLON COLD STORES,VIBE,VIBE\250\ML\CAN\ORANGE BURST ,250,ML,250ML,CAN,Orange Burst (From VIBE 250ML CAN)
COCA-COLA BEVERAGES,SPRITE,SPRITE\1500\ML\PBT\LEMON -LIME SAVE R.S 40,1500,ML,1500ML,PBT,SPRITE (LEMON-LIME)
CEYLON COLD STORES,VIBE,VIBE\250\ML\CAN\KIWI BURST ,250,ML,250ML,CAN,KIWI BURST
COCA-COLA BEVERAGES,COCA-COLA,COCA-COLA \1500\ML\PBT\SAVE R.S 40,1500,ML,1500ML,PBT,Product name: Coca-Cola
CEYLON COLD STORES,VIBE,VIBE\250\ML\CAN\APPLE BURST,250,ML,250ML,CAN,Apple Burst
COCA-COLA BEVERAGES,FANTA ORANGE,FANTA\1500\ML\PBT\ORANGE FLAVOURED \SAVE R.S 40,1500,ML,1500ML,PBT,ORANGE FLAVOURED FANTA
COCA-COLA BEVERAGES,SPRITE,SPRITE\1500\ML\PBT\LEMON -LIME SAVE R.S 40,1500,ML,1500ML,PBT,Sprite (Lemon-Lime)
COCA-COLA BEVERAGES,FANTA ORANGE,FANTA\1500\ML\PBT\ORANGE FLAVOURED \SAVE R.S 40,1500,ML,1500ML,PBT,Product name: FANTA ORANGE FLAVORED
COCA-COLA BEVERAGES,COCA-COLA,COCA-COLA \1500\ML\PBT\SAVE R.S 40,1500,ML,1500ML,PBT,Coca-Cola
WIJAYA PRODUCTS (PVT) LTD,WIJAYA,WIJAYA\100\G\POUCH\RAMEN SWEET & SOUR INSTANT NOODLES ,100,GM,100G,POUCH ,RAMEN SWEET & SOUR INSTANT NOODLES
CHRIS INTERNATIONAL ,CHRIS,CHRIS \500\ML\PLBOT \WIN DISH LIQUID DISHWASH,500,ML,500ML ,PLBOT ,WIN DISH LIQUID
COLMANS LANKA (PVT)LTD,CENTULY,CENTULY\100\G\CDBOX\CORN FLOUR,100,GM,100G ,CDBOX ,CORN FLOUR
CHRIS INTERNATIONAL ,CHRIS,CHRIS \500\ML\PLBOT \FLORAL FRESH GERMEX ULTRA POWER TOILET BOWI CLEANER ,500,ML,500ML ,PLBOT ,Floral Fresh Germex Ultra Power Toilet Bowl Cleaner
NILAN PRODUCTS,NILAN PRODUCTS,NILAN \25\G\POUCH \TURMERIC POWER ,25,GM,25G ,POUCH ,Turmeric Power (from the given description)
CHRIS INTERNATIONAL ,CHRIS,CHRIS \250\ML\PLBOT \WIN DISH LIQUID DISHWASH,250,ML,250ML ,PLBOT ,WIN DISH LIQUID
CAVINKARE PRIVATE LIMITED,INDICA,"INDICA/21/ML/PLPCH/EASY, HAIR COLOUR LIQUID, NATURAL BLACK + FREE ,MEERA/40/ML/PLBOT/CONDITIONER WITH ALMOND OIL",21,ML,21ML,PLPCH ,"1. Hair Colour Liquid (Natural Black)
   2. Conditioner with Almond Oil"
CEYLON BISCUITS LIMITED,MUNCHEE ,"MUNCHEE/490/GM/PLPCH/SUPER CREAM CRACKER, ENRICHED WITH VITAMINS, SAVE RS 60",490,GM,490GM,PLPCH ,SUPER CREAM CRACKER
MALIBAN MILK PRODUCT (PVT) LTD,MALIBAN,MALIBAN/200/GM/CDBOX/FULL CREAM MILK POWDER. SAVE RS 20,200,GM,200GM,CDBOX ,Full Cream Milk Powder
HATTON DISTRIBUTORS,REAL HATTON,REAL HATTON / 50 / MG / PLPCH  / TEA,10000,10000,50 MG,PLPCH,REAL HATTON / TEA
DELMEGE FORSYTH & CO.LTD,MOTHA,MOTHA/50/GM/CD COVER/JELLEGEN JELLY CRYSTALS WITH COLLAGEN MIXED BERRY FLAVOUR ,50,GM,50GM,CD COVER,MOTHA/CD COVER/JELLEGEN JELLY CRYSTALS WITH COLLAGEN MIXED BERRY FLAVOUR
DELMEGE FORSYTH & CO.LTD,MOTHA,MOTHA/50/GM/CD COVER/JELLEGEN JELLY CRYSTALS WITH COLLAGEN GUAVA FLAVOUR,50,GM,50GM,CD COVER,JELLEGEN JELLY CRYSTALS WITH COLLAGEN GUAVA FLAVOUR
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500/ML/PLBOT/ORIGINAL SAVE RS.50/ + FREE DIVA/200/GM/PLPCH/ROSE & LIME DETERGENT POWDER,10000,10000,500 ML,PLBOT ,"1. Harpic Original
   2. Rose & Lime Detergent Powder (Assuming this is the second product name, as the first one seems to be a specific variant or brand of a cleaning product)"
CEYLON BISCUITS LIMITED,MUNCHEE,MUNCHEE/360/GM/PLPCH/TIKIRI MARIE BISCUITS + SAVE RS.30/-,10000,10000,360 GM,PLPCH ,TIKIRI MARIE BISCUITS
PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE /200/GM/PLPCH/FULL CREAM MILK POWDER,200,GM,200GM,PLPCH,FULL CREAM MILK POWDER
DIGAMADULU YOGHURT,DIGAMADULU PUBUDU,DIGAMADULU PUBUDU/80/GM/PLCUP/JELLY YOGHURT,80,GM,80GM,PLCUP,DIGAMADULU PUBUDU JELLY YOGHURT
UNILEVER SRI LANKA LTD,PEARS BABY,PEARS/100/ML/PLBOT/ KOKUM BABY CREAM FOR MOISTURISED SKIN RS 40 SAVE,100,ML,100ML,PLBOT,Kokum Baby Cream for Moisturised Skin
SUNRICH CONFECTIONERY (PVT) LTD,SUN RICH,SUN RICH /35/GM/PLPCH/CHOCOLATE DOUBLE CREAM WAFERS ,35,GM,35GM,PLPCH,Chocolate Double Cream Wafers
DIYON FOOD PRODUCTS,DIYON FOOD,DIYON FOOD/50/GM/PLPCH/ROSTED CURRY POWDER ,50,GM,50GM,PLPCH,Rosted Curry Powder
SUNRICH CONFECTIONERY (PVT) LTD,SUN RICH,SUN RICH /35/GM/PLPCH/VANILLA DOUBLE CREAM WAFERS ,35,GM,35GM,PLPCH,Vanilla Double Cream Wafers
MAYURI FOOD PRODUCTS,MAYURI,MAYURI/05/KG/PLPCH/NOODLES,5,KG,05KG,PLPCH,Noodles
AMBEWELA PRODUCTS (PVT) LTD,AMBEWELA,AMBEWELA/80/GM/PLCUP/STRAWBERRY FLAVOURED JELLY YOGHURT ,10000,10000,80 GM,PLCUP,STRAWBERRY FLAVOURED JELLY YOGHURT
HEMAS MARKETING,KUMARIKA,KUMARIKA /180M/PET/GOTUKOLA/FREE SCRUNCHY,180,ML,180ML,PET,GOTUKOLA (Assuming Gotukola is the product name as it appears in the description)
MINDEE PRODUCTS,MINDEE,MINDEE LIME & GINGER DRINK/200ML/PLBOT,200,ML,200ML,PLBOT,Mindee Lime & Ginger Drink
MAA PRODUCTS,MAA,MAA/250/ML/CAN/THAL COLA,250,ML,250ML,CAN,Thal Cola
M Y H DISTRIBUTORS,M.Y.H PRODUCTS,M.Y.H /10/GM/PLPCH/ M.Y.H PRODUCTS TURMERIC POWDER ,10,GM,10GM,PLPCH ,M.Y.H PRODUCTS TURMERIC POWDER
M Y H DISTRIBUTORS,M.Y.H PRODUCTS,M.Y.H/50/GM/PLPCH/M.Y.H PRODUCTS CURRY POWDER ,50,GM,50GM,PLPCH ,M.Y.H PRODUCTS CURRY POWDER
UNILEVER SRI LANKA LTD,TRESEMME,TRESEMME BOTANIQUE / NOURISHING & REPLENISH / 400ML/ WITH COCONUT OIL &ALOE VERA SHAMPOO/ PBT,400,ML,400ML,PBT,TRESemmé Botanique Nourishing & Replenish Shampoo with Coconut Oil & Aloe Vera
IMPORTED ,VATIKA,VATIKA LEMON & YOGURT/ 400ML/ DANDRUFF GUARD / SHAMPOO/ PBT,400,ML,400ML,PBT,VATIKA LEMON & YOGURT SHAMPOO
IMPORTED,GODREJ,GODREJ / NUPUR / HENNA / 120GM/9 GOODNES OF HERBS / PLPCH ,120,GM,120GM,PLPCH ,GODREJ / NUPUR / HENNA
IMPORTED ,NEW LOOK CANTU,NEW LOOK / CONTU / AVOCADO HYDRATING/ CONDITIONER/ 400ML/ WITH AVOCADO OIL & SHEA BUTTER/ PBT,400,ML,400ML,PBT,Avocado Hydrating Conditioner (CONTU)
IMPORTED,VLCC,VLCC / NATURAL & HERBAL HENNA/ 120GM/ HAIR DEFENSE/ WITH THE GOODNESS OF 10 HERBS,120,GM,120GM,PLPCH ,VLCC Natural & Herbal Henna
NEELAHIRI TEA COMPANY (PVT)LTD,NEELAGIRI TEA,NEELAGIRI TEA\200\G\POUFH\PREMIUM QUALITY CEYLON TEA,200,GM,200G ,POUCH ,NEELAGIRI TEA
ANTLER INDUSTRIES (PVT) LTD,THINAYA,AROMA SHAKTHI/1000/G/PLPCH/FRESH FLORAL DETERGENT POWDER/20/- SAVE,1000,GM,1000G,PLPCH ,Fresh Floral Detergent Powder
THINAYA INTERNATIONAL,THINAYA,THINAYA/90/G/PLPCH/MUTHU MUTHU SOYA ROSTED CHICKEN FLAVOR  SOYA,90,GM,90G,PLPCH ,Muthu Muthu Soya Rosted Chicken Flavor Soya
WIMAL MARKETING SERVICE,SMASH MANGO,SMASH/190/ML/GBT/MANGO NECTAR,190,ML,190ML,GBT,MANGO NECTAR
UDAKANDA INDUSTRIES,SAPUMAL,SAPUMAL DETERGENT SOPE 150 GM,10000,10000,150 GM,EWRPK,SAPUMAL DETERGENT
WONRICH DAIRY PVT LTD,WONRICH,WONRICH SET JELLY MIX DAIRY DESSERT STRAWBERRY FLAVOURED 80 GM ,10000,10000,80 GM,PLCUP,WONRICH SET JELLY MIX STRAWBERRY FLAVORED
CEYLON COLD STORES,ELEPHANT HOUSE VI BE,ELEPHANT HOUSE VI BE/250ML/CAN/GRAPE BURST,250,ML,250ML,CAN,Elephant House Grape Burst
CEYLON COLD STORES,ELEPHANT HOUSE VI BE,ELEPHANT HOUSE VI BE/ 250ML/ CAN/ ORANGE BURST,250,ML,250ML,CAN,Orange Burst (assuming this is the flavor of the product)
CEYLON COLD STORES,ELEPHANT HOUSE VI BE,ELEPHANT HOUSE VI BE/ 250ML/ CAN/ APPLE BURST,250,ML,250ML ,CAN,Apple Burst (from Elephant House VI)
HEMAS MARKETING,BABY CHERAMY,BABY CHERAMY FLORAL EXTRACT VITAMIN E & MILK/375/GM/(75*5)/CD BOX,375,GM,375GM,CD BOX,Baby Cheramy Floral Extract Vitamin E
UNILEVER SRI LANKA LTD,FAIR & LOVELY,FAIR & LOVELY/50/GM/CDBOX/IS NOW GLOW & LOVELY POWDER FINISH CREAM WITH MULTI VITAMINS + BRIGHTENING POWDER 24 HRS OIL CONTROL ,50,GM,50GM,CDBOX ,GLOW & LOVELY POWDER FINISH Cream with Multi Vitamins + Brightening Powder 24 Hrs Oil Control (Assumption made as the name is not explicitly stated)
UNILEVER SRI LANKA LTD,FAIR & LOVELY,FAIR & LOVELY/25/GM/CDBOX/IS NOW GLOW & LOVELY POWDER FINISH CREAM WITH MULTI VITAMINS + BRIGHTENING POWDER 24 HRS OIL CONTROL ,25,GM,25GM,CDBOX ,Glow & Lovely Powder Finish Cream with Multi Vitamins + Brightening Powder
UNILEVER SRI LANKA LTD,POND'S,POND'S/23/GM/CDBOX/BRIGHT BEAUTY SERUM CREAM NINCINAMIDE 98% PURE VITAMIN B3 ANTI-SPOT FORMULA/SAVE RS 90,23,GM,23GM,CDBOX ,Bright Beauty Serum Cream with Niacinamide (Pure Vitamin B3 Anti-Spot Formula)
UNILEVER SRI LANKA LTD,AYUSH ,AYUSH/ 110/GM/CDBOX/TOTAL ORAL CARE FLUORIDATED TOOTHPASTE WITH CLOVE OIL & DASANAKANTHI CHOORNAM/FREE AYUSH /TOTAL ORAL CARE FLUORIDATED TOOTHPASTE WITH CLOVE OIL & DASANAKANTHI CHOORNAM 30GM CDBOX/SAVE RS 50,110,GM,110GM,CDBOX ,Total Oral Care Fluoridated Toothpaste with Clove Oil & Dasanakanthi Churnam
BRIGHT LANKA PRODUCTS ,BRIGHT,BRIGHT/500/ML/PLBOT/CALCIUM REMOVER TILE CLEANER,500,ML,500ML,PLBOT,Calcium Remover Tile Cleaner
BRINTA ENTERPRISES (PVT) LTD,BRINTA,BRINTA/50/GM/PLPCH/JAFFNA CURRY POWDER,50,GM,50G,PLPCH,Jaffna Curry Powder
ORIENT LANKA CONFECTIONERY,MAAM NICE,MAAM/360/GM/PLPCH/NICE,360,GM,360G,PLPCH,"It is not possible to determine a product name from the given string ""MAAM/360/GM/PLPCH/NICE"" as it does not contain any recognizable product name. The string consists of abbreviations and letters, but no common words or names that might indicate a specific product. To extract the product name accurately, more context or information about the product is required."
CEYLON BISCUITS LIMITED,RITZBURY ,RITZBURY/90/G/PLUPCH/ROCCOA WITH CASHEW MILK ,90,GM,90G,PLUPCH,ROCCAO WITH CASHEW MILK
CEYLON BISCUITS LIMITED,RITZBURY ,RITZBURY/90/G/PLUPCH/ROCCOA/WITH  FRUIT & NUT,90,GM,90G,PLUPCH,"RITZBURY WITH FRUIT & NUT (assuming it is a single product name and the ""/"" characters are used to separate components)"
GREEN LANKA COSMETICS CO.,SUDUMAL,SUDUMA/160/GM/EWRPK/ DETERGENT BAR WHITE /GREEN LANKA COSMETICS CO.,10000,10000,160 GM,EWRPK ,Detergent Bar White
GREEN LANKA COSMETICS CO.,SUDUMAL,SUDUMAL/160/GM/EWRPK /DETERGENT BAR ROSE/GREEN LANKA COSMETICS CO.,10000,10000,160 GM,EWRPK ,"Detergent Bar Rose (No specific brand name mentioned in the provided description, only Green Lanka Cosmetics Co. is a company name)"
CARGILLS FOOD & BEVERAGE LIMITED ,KIST SPARKLING ORANGE,KIST SPARKLING ORANGE FLAVOURED DRINK/250ML/CAN ,250,ML,250ML,CAN,KIST Sparkling Orange Flavoured Drink
CEYLON AGRO INDUSTRIES,PRIMA TWIST,PRIMA TWIST / 400 / GM / PLPCH / NOODLES / SAVE / RS.30,10000,10000,400 GM,PLPCH,PRIMA TWIST NOODLES
MINDEE PRODUCTS,MINDEE,MINDEE LIME & GINGER DRINK/200ML/PLBOT,200,ML,200ML,PLBOT,Mindee Lime & Ginger Drink
AMARASA FOOD PRODUCTS ,COOL SHADOW ,AMARASA COOL SHADOW\200\ML\PLCU\ICE COFFEE ,10000,10000,200 ML,PLCUP,"Ice Coffee (Assumed since ""COOL SHADOW"" is likely a brand name)"
CEYLON LEISURE WERE PRODUCTS,HATTRICK,HATTRICK/500/ML/PBT/NO-1/BATHROOM STAIN REMOVER TILE & TOILET CLEANER ,500,ML,500ML,PBT,Bathroom Stain Remover Tile & Toilet Cleaner (PBT No-1)
RIO FOODS & BEVERAGES (PVT) LTD,RIO,RIO/750/ML/PBT/NO--1/ COLA,750,ML,750ML,PBT,"The product name extracted from ""RIO/750/ML/PBT/NO--1/ COLA"" is ""COLA""."
RIO FOODS & BEVERAGES (PVT) LTD,RIO,RIO/750/ML/PBT/NO-1/PRITE,750,ML,750ML,PBT,Prite (Based on your input)
RIO FOODS & BEVERAGES (PVT) LTD,RIO,RIO/750/ML/PBT /NO-1/GINGER ,750,ML,750ML,PBT,RIO (or PBT as it's a part number too)
CARGILLS CONVENIENT FOODS,GOLDI,GOLDI CHICKEN SAUSAGES CATERING PACK 450  FREE GOLDI CHICKEN MEATBALL 100GM ,450,GM,450GM,PLPCH,"1. Goldi Chicken Sausages (from the main text)
   2. Goldi Chicken Meatball (from the free gift mention)"
NATURE'S BEAUTY CREATIONS LTD,MISUMI ,MISUMI KIYO BEAUTY SOAP 65 GM,65,GM,65GM,CDBOX,MISUMI KIYO BEAUTY SOAP
MFD BY TRADEX,CLENOL,CLENOL ACTIVE OXIGEN WASHING POWER 1000GM,1000,GM,1000GM,PLPCH,CLENOL ACTIVE OXIGEN WASHING POWER
DSL ENTERPRISES (PVT) LTD,SPEED,SPEED/40/GM/PBT/BINDER GLUE,40,GM,40GM,PBT,Binder Glue (from SPEED/40/GM/PBT)
UNILEVER SRI LANKA LTD,PEARS BABY,PEARS BABY/100/GM/PLBT/KOKUM BABY CREAM FOR MOISTURISED SKIN SAVE RS.40,100,ML,100ML,PLBT,Kokum Baby Cream for Moisturised Skin
STAR HOLDINGS INTERNATIONAL,STAR LIGHT,STAR LIGHT/40/ML/PLPCH/POWER WASH LAUNDRY LIQUID LAVENDER,40,ML,40ML,PLPCH,Power Wash Laundry Liquid Lavender
CEYLON COLD STORES,VIBE,VIBE/250/ML/CAN/APPLE BURST,10000,10000,250 ML,CAN,Apple Burst
CEYLON COLD STORES,VIBE,VIBE/250/ML/CAN/GRAPE BURST,10000,10000,250 ML,CAN,Grape Burst
RHD ENTERPRISES (PVT) LTD,RHD,RHD/0.5/INCH/PLPCH/PAINT BRUSH,10000,10000,0.5 INCH,PLPCH ,Paint Brush
ACE HEALTHCARE PVT LTD,SWABHA CEYLON,SWABHA CEYLON/200/ML/PLBOT/NATURAL BRIGHTENING BODY LOTION LICORICE KARANDA,10000,10000,200 ML,PLBOT ,"Natural Brightening Body Lotion Licorice Karanda (or simply Licorice Karanda, as the word 'Body' implies it is a body lotion)"
UNILEVER SRI LANKA LTD,POND'S,POND'S/23/GM/CDBOX/BRIGHT BEAUTY SERUM CREAM NIACINAMIDE 98% PURE VITAMIN B3 + SAVE RS.90/-,10000,10000,23 GM,CDBOX ,Bright Beauty Serum Cream Niacinamide
UNILEVER SRI LANKA LTD,PEARS BABY,PEARS/100/ML/CDBOX/MAGIC DROPS BABY COLOGNE + FREE PEARS/50/ML/PLBOT/BEDTIME BABY CREAM,10000,10000,100 ML,CDBOX ,"1. Magic Drops Baby Cologne
   2. Bedtime Baby Cream"
NATURE'S MIRACLE COSMATIC,CLASSIC WHITE,CLASSIC WHITE ADVANCED/50G/CDBOX/REJUVENATING & BRIGHTENING NIGHT CREAM ,50,GM,50G ,CDBOX ,Rejuvenating & Brightening Night Cream (Classic White Advanced)
UNILEVER SRI LANKA LTD,LUX ,LUX/70G/EWPRK/SOFT GLOW VITAMIN C + E SAVE RS 15.00,70,GM,70G ,EWPRK ,Soft Glow Vitamin C + E (based on the presence of these words in the product description)
HEMAS MARKETING,BABY CHERAMY ,"BABY CHERAMY/375G (75G ×5)/CDBOX/ALMOND OIL,VITAMIN E & MILK SAVE RS 45.00",375,GM,375G (75×5),CDBOX ,"Almond Oil, Vitamin E & Milk Save"
CARGILLS DAIRIES,MAGIC MANGO,MAGIC MANGO ICE CREAM 4000 ML PLTUB,10000,10000,4000 ML,PLTUB,Magic Mango Ice Cream
CHERISH BISCUIT (PVT) LTD,CHERISH LEMON WAFERS,CHERISH/30/GM/PLPCH/LEMON FLAVOURED ,30,GM,30GM,PLPCH,LEMON FLAVOURED (From your provided text)
RUDIL PRODUCTS,RUDIL,RUDIL/ 70/GM/PLPCH/COUNTRY CHICKEN FLAVOURED  SOYA MEAT,70,GM,70GM,PLPCH,COUNTRY CHICKEN FLAVOURED SOYA MEAT
