nitemcode,company,brand,itemdesc,qty,uomdesc,pack_size,packaging
64018,UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK DAMAGE RESTORE SHAMPOO WITH KING COCONUT OIL KERATIN PROTEIN & VITAMIN C ACTIV-MIX 80 ML PLBOT + FREE LIFEBUOY MILD CARE WITH MILK PROTEIN 75 GM EWRPK,80,ML,80.00 ML,PLBOT
64118,ANUSHA PRODUCTS,ANUSHA,ANUSHA CURRY POWDER 100 GM PLPCH,100,GM,100.00 GM,PLPCH
63947,UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK NOURISHING SOFT & SMOOTH SHAMPOO WITH EGG PROTEIN ALMOND OIL & VITAMIN C ACTIV MIX 80 ML PLBOT + FREE LUX BRIGHT GLOW ROSE & VIT C+E SOAP 70 GM EWRPK,80,ML,80.00 ML,PLBOT
64007,ICL MARKETING,BLACK KNIGHT,BLACK KNIGHT FRESH EXTREME POCKET PERFUME EAU DE TOILETTE 18.5 ML PLBOT,18,ML,18.50 ML,PLBOT
64006,ICL MARKETING,BLACK KNIGHT,BLACK KNIGHT DARK KNIGHT POCKET PERFUME EAU DE TOILETTE 18.5 ML PLBOT,18,ML,18.50 ML,PLBOT
63960,HEMAS MARKETING,GOYA,GOYA (HEMAS) ROSES RUBY RED SOAP 70 GM CDBOX,70,GM,70.00 GM,CDBOX
64036,HEMAS MARKETING,GOYA,GOYA (HEMAS) ROSES PRETTY PINK SOAP 70 GM CDBOX,70,GM,70.00 GM,CDBOX
64009,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA BABY FLORAL - KOHOMBA WITH RATHMAL AND ROSE WATER BABY COLOGNE 30 ML CDBOX,30,ML,30.00 ML,CDBOX
64113,KUMUDU PRODUCT,KUMUDU,KUMUDU ORIGINAL FRESH FLORAL LAUNDRY SOAP 100 GM EWRPK,100,GM,100.00 GM,EWRPK
63953,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI REAL COCONUT MILK POWDER 25 GM PLPCH,25,GM,25.00 GM,PLPCH
63947,UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK NOURISHING SOFT & SMOOTH SHAMPOO WITH EGG PROTEIN ALMOND OIL & VITAMIN C ACTIV MIX 80 ML PLBOT + FREE LUX BRIGHT GLOW ROSE & VIT C+E SOAP 70 GM EWRPK,80,ML,80.00 ML,PLBOT
63953,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI REAL COCONUT MILK POWDER 25 GM PLPCH,25,GM,25.00 GM,PLPCH
64120,DEEN SPICE PRODUCTS (PVT) LTD,DEEN,DEEN TURMERIC POWDER 25 GM PLPCH,25,GM,25.00 GM,PLPCH
54057,UNILEVER SRI LANKA LTD,SURF EXCEL,SURF EXCEL WITH PREMIUM FRAGRANCE OF COMFORT 1000 GM PLPCH,1000,GM,1000.00 GM,PLPCH
62705,C.W. MACKIE PLC,MR MUSCLE,MR MUSCLE (C.W. MACKIE PLC) FLOOR CLEANER - FLORAL PERFECTION - 500 ML PLBOT,500,ML,500.00 ML,PLBOT
54060,UNILEVER SRI LANKA LTD,SURF EXCEL,SURF EXCEL WITH PREMIUM FRAGRANCE OF COMFORT 500 GM PLPCH,500,GM,500.00 GM,PLPCH
63947,UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK NOURISHING SOFT & SMOOTH SHAMPOO WITH EGG PROTEIN ALMOND OIL & VITAMIN C ACTIV MIX 80 ML PLBOT + FREE LUX BRIGHT GLOW ROSE & VIT C+E SOAP 70 GM EWRPK,80,ML,80.00 ML,PLBOT
64106,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST MARIE,KIST MARIE BISCUITS 50 GM PLPCH,50,GM,50.00 GM,PLPCH
63955,PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE FULL CREAM MILK POWDER 400 GM PLPCH + SAVE RS 50,400,GM,400.00 GM,PLPCH
14612,LEOAN MILK FOODS (PVT) LTD,LEOAN CHOCOLATE,LEOAN STERILIZED FLAVOURED MILK CHOCOLATE- RGB 180 ML,180,ML,180.00 ML,RGB
14626,LEOAN MILK FOODS (PVT) LTD,LEOAN VANILLA,LEOAN STERILIZED FLAVOURED MILK VANILLA- RGB 180 ML,180,ML,180.00 ML,RGB
63975,BELLOSE LANKA LTD,BELLOSE,BELLOSE PERFECT STRAIGHT KERATIN CONDITIONER 210 ML PLBOT,210,ML,210.00 ML,PLBOT
63961,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA LEMONGRASS SOAP 67 GM EWRPK,67,GM,67.00 GM,EWRPK
64124,PURE BLEND (PVT) LTD,PURE BLEND,PURE BLEND PEPPER POWDER 50 GM PLPCH (PURE BLEND),50,GM,50.00 GM,PLPCH
63929,DELMAR LANKA PVT LTD,CALIN,CALIN KOHOMBA SOAP WITH NEEM AND TURMERIC EXTRACT 70 GM CDBOX,70,GM,70.00 GM,CDBOX
63961,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA LEMONGRASS SOAP 67 GM EWRPK,67,GM,67.00 GM,EWRPK
47513,UNILEVER SRI LANKA LTD,VASELINE INTENSIVE CARE,VASELINE INTENSIVE CARE (USL) ALOE FRESH 100 ML,100,ML,100.00 ML,PLBOT
64112,HEMAS MARKETING,DIVA,DIVA LEMON LAUNDRY DETERGENT SOAP (100*2) 200 GM EWRPK + SAVE RS 30,200,GM,200.00 GM,EWRPK
63760,UNILEVER SRI LANKA LTD,WONDERLIGHT,WONDERLIGHT KOHOMBA & LIME LAUNDRY BAR (110*2) 220 GM EWRPK + SAVE RS 30,220,GM,220.00 GM,EWRPK
63436,UNILEVER SRI LANKA LTD,WONDERLIGHT,WONDERLIGHT JASMINE LAUNDRY BAR (110*2) 220 GM EWRPK + SAVE RS 30,220,GM,220.00 GM,EWRPK
64117,CEYLON AGRO INDUSTRIES,PRIMA KOTTUMEE,PRIMA KOTTUMEE HOT 'N' SPICY NAI MIRIS FLAVOUR INSTANT NOODLES (80*2) 160 GM PLPCH + BUY 2 PACK SAVE RS 20,160,GM,160.00 GM,PLPCH
37076,UNILEVER SRI LANKA LTD,RIN,RIN REFRESH SCENT OF LEMON & ROSE DETERGENT POWDER 200 GM,200,GM,200.00 GM,PLPCH
63993,NESTLE LANKA,NESTOMALT,NESTOMALT 1 ST CUP MALTED FOOD 400 GM CDBOX + FREE MAGGI PAPARE KOTTU 75 GM PLPCH,400,GM,400.00 GM,CDBOX
63978,MALIBAN BISCUIT MANUFACTORIES,MALIBAN SMART CREAM CRACKER,MALIBAN CREAM CRACKER 190 GM PLPCH + FREE ASTRA FAT SPREAD MULTI-PURPOSE SPREADING COOKING AND BAKING 18 GM PLPCH,190,GM,190.00 GM,PLPCH
64084,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH ANTI MARK & OIL CONTROL FACE CREAM WITH TURMERIC KUMKUMADI TAILAM AND MINT 25 GM CDBOX,25,GM,25.00 GM,CDBOX
14625,CHIRAN INDUSTRIES (PVT) LTD,NANO,NANO BOTTLED DRINKING WATER 1500 ML PLBOT,1500,ML,1500.00 ML,PLBOT
14624,CHIRAN INDUSTRIES (PVT) LTD,NANO,NANO BOTTLED DRINKING WATER 1000 ML PLBOT,1000,ML,1000.00 ML,PLBOT
53886,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA RATHMAL BABY CREAM 50 ML PLBOT,50,ML,50.00 ML,PLBOT
64016,CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA CURRY LEAVES AMLA & BRINGARAJ BLACK SHIELD SHAMPOO 40 ML PLBOT,40,ML,40.00 ML,PLBOT
64129,CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA CURRY LEAVES AMLA & BRINGARAJ BLACK SHIELD SHAMPOO 80 ML PLBOT,80,ML,80.00 ML,PLBOT
64109,UNILEVER SRI LANKA LTD,LUX,LUX SOFT GLOW JASMINE & VITAMIN E 7 BEAUTY INGREDIENTS (70*3) 210 GM EWRPK + SAVE RS 25,210,GM,210.00 GM,EWRPK
53405,IMPORTED,WHITE TONE,WHITE TONE SOFT & SMOOTH FACE CREAM 15 GM CDBOX,15,GM,15.00 GM,CDBOX
64164,HEMAS MARKETING,BABY CHERAMY,BABY CHERAMY GENTLY CLEANS & SOFTENS HAIR BABY SHAMPOO 200 ML PLBOT + FREE BABY CHERAMY BABY SOAP ALMOND OIL-VITAMIN E-MILK 70 GM CDBOX,200,ML,200.00 ML,PLBOT
64126,CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA SHIKAKAI & HIBISCUS HAIR FALL SHIELD SHAMPOO 180 ML PLBOT,180,ML,180.00 ML,PLBOT
64108,GODREJ HOUSEHOLD PRODUCTS (PVT) LTD,CINTHOL,GODREJ CINTHOL (GODREJ) LIME REFRESHING DEO SOAP (100*2) 200 GM CDBOX + BUY 2 SAVE RS 70,200,GM,200.00 GM,CDBOX
64014,CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA AMLA HENNA & ALOE VERA DRYNESS SHIELD SHAMPOO 40 ML PLBOT,40,ML,40.00 ML,PLBOT
64089,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH TOTAL ORAL CARE FLUORIDATED TOOTHPASTE WITH CLOVE OIL & DASANAKANTHI CHOORNAM 70 GM CDBOX,70,GM,70.00 GM,CDBOX
64128,CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA AMLA HENNA & ALOE VERA DRYNESS SHIELD SHAMPOO 80 ML PLBOT,80,ML,80.00 ML,PLBOT
52942,IMPORTED,WHITE TONE,WHITE TONE SOFT & SMOOTH FACE CREAM 25 GM CDBOX,25,GM,25.00 GM,CDBOX
64110,ICL MARKETING,SAFE + GUARD,SAFE + GUARD MINT BREEZE SOAP 70 GM EWRPK + SAFE + GUARD MANDARIN TOUCH SOAP 70 GM EWRPK + SAVE RS 30,140,GM,70.00 GM,EWRPK
64115,IMPORTED,SPINZ,SPINZ (IMPORTED) BB PRO BRIGHTENING & BEAUTY ALL-IN-ONE DAILY FACE CREAM 29 GM CDBOX,29,GM,29.00 GM,CDBOX
64127,CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA CURRY LEAVES AMLA & BRINGARAJ BLACK SHIELD SHAMPOO 180 ML PLBOT,180,ML,180.00 ML,PLBOT
64114,UNILEVER SRI LANKA LTD,POND'S,POND'S (USL) AGE MIRACLE YOUTHFUL GLOW DAY CREAM 35 GM CDBOX,35,GM,35.00 GM,CDBOX
64125,CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA AMLA HENNA & ALOE VERA DRYNESS SHIELD SHAMPOO 180 ML PLBOT,180,ML,180.00 ML,PLBOT
64107,RECKITT BENCKISER (LANKA) LTD,DETTOL,DETTOL PROSKIN SKIN CARE (100*2) 200 GM EWRPK + BUY 2 SAVE RS 60,200,GM,200.00 GM,EWRPK
64015,CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA SHIKAKAI & HIBISCUS HAIR FALL SHIELD SHAMPOO 40 ML PLBOT,40,ML,40.00 ML,PLBOT
64116,DARLEY BUTLER,COW & GATE STEP_UP 3,COW & GATE STEP_UP3 1-3 YEARS (200*3) 600 GM CDBOX + BUY 2 GET 1 FREE,600,GM,600.00 GM,CDBOX
64111,UNILEVER SRI LANKA LTD,SIGNAL,SIGNAL DEEP CLEAN WITH V-BRISTLES MEDIUM ADULT TOOTH BRUSH DOUBLE PACK 2 NO + SAVE RS 40,2,NO,2.00 NO,
63947,UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK NOURISHING SOFT & SMOOTH SHAMPOO WITH EGG PROTEIN ALMOND OIL & VITAMIN C ACTIV MIX 80 ML PLBOT + FREE LUX BRIGHT GLOW ROSE & VIT C+E SOAP 70 GM EWRPK,80,ML,80.00 ML,PLBOT
64017,CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA SHIKAKAI & HIBISCUS HAIR FALL SHIELD SHAMPOO 80 ML PLBOT,80,ML,80.00 ML,PLBOT
47310,NATURE'S BEAUTY CREATIONS LTD,PANDA BABY,NATURES SECRETS PANDA BABY COLOGNE FLORAL 100 ML,100,ML,100.00 ML,
31088,MALIBAN BISCUIT MANUFACTORIES,MALIBAN SNACKERS SAVOURY,MALIBAN SNACKERS SAVORY TOMATO 25 GM,25,GM,25.00 GM,PLPCH
63964,GLAXO SMITHKLINE BEECHAM,SENSODYNE,SENSODYNE - SOFT TOOTHBRUSH 1 NO,1,NO,1.00 NO,
51410,HEMAS MARKETING,FEMS,FEMS COTTON FEEL-WINGS 10 NO,10,NO,10.00 NO,10NO
64092,CEYLON BISCUITS LIMITED,MUNCHEE CRUNCHEE CAROLS,MUNCHEE CAROL COOKIES 85 GM PLPCH,85,GM,85.00 GM,PLPCH
64095,ARALIYA BOOK INDUSTRIES (PVT) LTD,ARALIYA,ARALIYA - POCKET NOTEBOOK (A7) 40 PGS - 1 NO,1,NO,1.00 NO,
63953,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI REAL COCONUT MILK POWDER 25 GM PLPCH,25,GM,25.00 GM,PLPCH
