MANUFACTURE,BRAND,ITEMDESC,QTY,UNIT,PACKSIZE,PACKTYPE,MATCHED,nitemcode,company,brand,itemdesc,qty,uomdesc,pack_size,packaging,ERROR,ProductName,Suggestion
PURE BLEND (PVT) LTD,PURE BLEND,PURE BLEND/50/G/PLUPCH/PEPPER POWDER,50.0,GM,50G,PLUPCH,0,64124.0,PURE BLEND (PVT) LTD,PURE BLEND,PURE BLEND PEPPER POWDER 50 GM PLPCH (PURE BLEND),50.0,GM,50.00 GM,PLPCH,,Pure Blend Pepper Powder,
DELMAR LANKA PVT LTD,CALIN ,CALIN KOHOMBA SOAP WITH NEEM AND TURMERIC EXTRACT 70GM,70.0,GM,70GM,CDBOX,0,63929.0,DELMAR LANKA PVT LTD,CALIN,CALIN KOHOMBA SOAP WITH NEEM AND TURMERIC EXTRACT 70 GM CDBOX,70.0,GM,70.00 GM,CDBOX,,Calin Kohomba Soap with Neem and Turmeric Extract,
SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA/67/GM/PLPCH/LEMONGRASS,67.0,GM,67 GM,PLPCH ,1,,,,,,,,,PACKTYPE,,63961
UNILEVER SRI LANKA LTD,VASELINE ,VASELINE /100ML/PET/NATURAL ALOE EXTACT,100.0,ML,100ML,PET,1,,,,,,,,,PACKTYPE,,
HEMAS MARKETING,DIVA,DIVA /100G*2/LEMON /SAVE 30/-,110.0,,110*2,POCH ,1,,,,,,,,,PACKSIZE,,64112
UNILEVER SRI LANKA LTD,WONDERLIGHT ,WONDERLIGHT /110G*2/POCH /KOHOMBA,110.0,GM,110G*2,POCH ,1,,,,,,,,,PACKSIZE,,63595
UNILEVER SRI LANKA LTD,WONDERLIGHT ,WONDERLIGHT /110G*2/POCH /JASMINE ,110.0,GM,110G*2,POCH ,1,,,,,,,,,PACKSIZE,,63595
CEYLON AGRO INDUSTRIES,KOTTUMER,KOTTU MEE/80G*2/POCH PACK /NAI MIRIS FVOUR/SAVE 20/-,80.0,GM,80G*3,POCH ,1,,,,,,,,,BRAND,,
TELA YOGHURT,TELA ,TELA/80/ML/PLCUP/JELLY YOGHURT,80.0,ML,80ML,PLCUP,1,,,,,,,,,MANUFACTURE,,
UNILEVER SRI LANKA LTD,RIN,RIN/200/GM/PLPCH/REFRESH LEMON & ROSE DETERGENT POWDER,200.0,GM,200GM,PLPCH,0,37076.0,UNILEVER SRI LANKA LTD,RIN,RIN REFRESH SCENT OF LEMON & ROSE DETERGENT POWDER 200 GM,200.0,GM,200.00 GM,PLPCH,,RIN REFRESH Scent of Lemon & Rose Detergent Powder,
NESTLE LANKA,NESTOMALT,NESTOMALT/400/GM/CD BOX/MALTED FOOD+FREE MAGGI/75/GM/PLPCH/PAPARE KOTTU STYLE INSTANT NOODLES,400.0,GM,400GM,CD BOX,2,,,,,,,,,ITEMDESC,"1. NESTOMALT 
   2. Malted Food+Free MAGGI PAPARE KOTTU STYLE INSTANT NOODLES",
MALIBAN BISCUIT MANUFACTORIES,MALIBAN,MALIBAN/190/GM/PLPCH/CREAM CRACKER +FREE ASTRA/18/GM/PLPCH/MULTI-PURPOSE FAT SPREAD,190.0,GM,190GM,PLPCH,1,,,,,,,,,BRAND,,
IMPORTED,VATIKA,VATIKA TURISH BLACK SEED / 400ML /STRENGTHEN & SHINE SHAMPOO ,400.0,ML,400ML,PBT,1,,,,,,,,,BRAND,,
IMPORTED,KEUNE,KEUN / CARE KERATIN SMOOTH SHAMPOO/ SHAMPOOING / 300ML /PBT,300.0,ML,300ML,PBT,1,,,,,,,,,BRAND,,
IMPORTED,KEUNE,KEUNE CARE/ VITAL NUTRITION SHAMPOO/ 300ML / SHAMPOOING/ PBT,300.0,ML,300ML,PBT,1,,,,,,,,,BRAND,,
IMPORTED,KEUNE,KEUNE CARE/ KERATIN SMOOTH CONDITIONER/ 250ML/ APRES-SHAMPOOING/ PBT,250.0,ML,250ML ,PBT,1,,,,,,,,,BRAND,,
UNILEVER SRI LANKA LTD,AYUSH,AYUSH FACE CREAM/ 25GM/ ANTI MARK & OIL CONTROL/ CDBOX ,25.0,GM,25GM ,CDBOX ,1,,,,,,,,,BRAND,,64084
GROUP OF CEYLON FREGRANCE,PB PINK BLUE ,PB PINK BLUE / 100ML/ COLOGNE SPRAY/ CDBOX ,100.0,ML,100ML ,CDBOX ,1,,,,,,,,,MANUFACTURE,,
IMPORTED,KEUNE,KEUNE CARE/VITAL NUTRITION/ 250ML CONDITIONER APRES-SHAMPOOING/ PBT,250.0,ML,250ML ,PBT,1,,,,,,,,,BRAND,,
CEYLON FRAGRANCE ,PB PINK BLUE ,PB PINK BLUE/ MY LIFE EAU DE PERFUME/ 20ML / CDBOX ,20.0,ML,20ML,CDBOX ,1,,,,,,,,,MANUFACTURE,,
GROUP OF CEYLON FREGRANCE,PB PINK BLUE ,PB PINK BLUE/ BLUE AURA / 100ML/ CDBOX ,100.0,ML,100ML ,CDBOX ,1,,,,,,,,,MANUFACTURE,,
IMPORTED,KEUNE,KEUNE CARE/ COLOR BRILLIANZ / SHAMPOO/ 300ML / SHAMPOOING/ PBT,300.0,ML,300ML,PBT,1,,,,,,,,,BRAND,,
TD AYURVEDA PVT LTD ,TD AYURVEDA ,TD AYURVEDA / CLEAR HAIR HEBAL SHAMPOO/ 100ML / PBT,100.0,ML,100ML ,PBT,1,,,,,,,,,MANUFACTURE,,
CORAL WATER (PVT) LTD,CORAL,CORAL/7000ML/PLBOT/BOTTLED DRINKING WATER,7000.0,ML,7000ML,PLBOT,1,,,,,,,,,MANUFACTURE,,
CHIRAN INDUSTRIES (PVT)LTD,NANO,NANO/1500/ML/PLBT/BOTTLED DRINKING WATER,1500.0,ML,1500ML,PLBT,1,,,,,,,,,MANUFACTURE,,14623
CHIRAN INDUSTRIES (PVT)LTD,NANO,NANO/1000/ML/PLBT/BOTTLED DRINKING WATER,1000.0,ML,1000ML,PLBT,1,,,,,,,,,MANUFACTURE,,14623
THE SWADESHI INDUSTRIAL WORKS PLC,KHOMBA BABY ,KHOMBA BABY RATHMAL BABY CREAM/50 ML,50.0,ML,50 ML,PLBOT ,1,,,,,,,,,MANUFACTURE,,53886
CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA SHAMPOO/40ML/CURRY LEAVES &BRINGARAJ/PLBOT ,40.0,ML,40 ML,PLBOT ,0,64016.0,CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA CURRY LEAVES AMLA & BRINGARAJ BLACK SHIELD SHAMPOO 40 ML PLBOT,40.0,ML,40.00 ML,PLBOT,,KARTHIKA BLACK SHIELD SHAMPOO,
CAVINKARE PRIVATE LIMITED,SPINZ,SPINZ BB BRIGHTENING &BEAUTY FAIRNESS CREAM 4 GM/PLPH ,4.0,GM,4 GM,PLPH,1,,,,,,,,,BRAND,,
CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA SHAMPOO/80 ML/CURRY LEAVES &BRINGARAJ/PLBOT ,80.0,ML,80 ML,PLBOT,2,,,,,,,,,ITEMDESC,KARTHIKA SHAMPOO,
UNILEVER SRI LANKA LTD,LUX,LUX SOFT GLOW JASMINE &VITAMIN E 7 BEAUTY INGREDIENTS/ 70Ã—3 /EWRPK/SAVE 25,70.0,GM,70 GM Ã—3,EWRPK ,0,58497.0,UNILEVER SRI LANKA LTD,LUX,LUX SOFT GLOW JASMINE & VITAMIN E 7 BEAUTY INGREDIENTS 70 GM EWRPK + SAVE RS 15,70.0,GM,70.00 GM,EWRPK,,Lux Soft Glow Jasmine & Vitamin E,
VINI COSMETICS PVT LTD,WHITE TONE,WHITETONE SOFT& SMOOTH/15 GM/CD BOX ,15.0,GM,15 GM,CD BOX ,1,,,,,,,,,MANUFACTURE,,
HEMAS MANUFACTURING PVT LTD ,BABY CHERAMY,BABY CHERAMY GENTLY CLEANS & SOFTNES HAIR/200 ML/ FREE 70 GM ALMOND BABY SOAP/PLBOT ,200.0,ML,200 ML,PLBOT ,1,,,,,,,,,MANUFACTURE,,
CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA SHAMPOO/180 ML/SHIKAKAI &HIBISCUS/PLBOT,180.0,ML,180 ML,PLBOT,0,64127.0,CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA CURRY LEAVES AMLA & BRINGARAJ BLACK SHIELD SHAMPOO 180 ML PLBOT,180.0,ML,180.00 ML,PLBOT,,KARTHIKA BLACK SHIELD SHAMPOO,
GODREJ HOUSEHOLD PRODUCTS (PVT) LTD,CINTHOL,GODREJ CINTHOL LIME REFRESHING DEO SOAP/100 GM/BUY TWO SAVE 70/CD BOX,100.0,GM,100 GM,CD BOX ,1,,,,,,,,,PACKSIZE,,64108
CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA SHAMPOO/40 ML/AMLA HENNA&ALOE VERA/PLBOT ,40.0,ML,40 ML,PLBOT ,0,64016.0,CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA CURRY LEAVES AMLA & BRINGARAJ BLACK SHIELD SHAMPOO 40 ML PLBOT,40.0,ML,40.00 ML,PLBOT,,KARTHIKA BLACK SHIELD SHAMPOO,
UNILEVER SRI LANKA LTD,AYUSH ,LEVER AYUSH TOTAL ORAL CARE /70 GM/ CD BOX ,70.0,GM,70 GM,CD BOX ,1,,,,,,,,,BRAND,,64089
CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA SHAMPOO/80 ML/AMLA HENNA & ALOVERA/PLBOT,80.0,ML,80 ML,PLBOT,0,64129.0,CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA CURRY LEAVES AMLA & BRINGARAJ BLACK SHIELD SHAMPOO 80 ML PLBOT,80.0,ML,80.00 ML,PLBOT,,KARTHIKA BLACK SHIELD SHAMPOO,
VINI COSMETICS PVT LTD,WHITE TONE,WHITETONE SOFT & SMOOTH/25 GM/ CD BOX ,25.0,GM,25 GM,CD BOX ,1,,,,,,,,,MANUFACTURE,,
UNILEVER LIPTON CEYLON,PONDS,PONDS AGE MIRACLE CREAM 12 GM / CD BOX ,12.0,GM,12 GM,CD BOX ,1,,,,,,,,,MANUFACTURE,,
ICL BRANDS PVT LTD,SAFE + GUARD,SAFE+ GUARD MINT BREEZE 70 GM +SAFE GUARD 70 GM / SAVE 30/EWRPK ,70.0,GM,70 GM,EWRPK ,1,,,,,,,,,MANUFACTURE,,
CAVINKARE PRIVATE LIMITED,SPINZ,SPINZ BB BRIGHTENING &BEAUTY FAIRNESS CREAM 29 GM,29.0,GM,29 GM,CD BOX ,1,,,,,,,,,BRAND,,
CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA SHAMPOO/180 ML/CURRY LEAVES &BRINGARAJ/PLBOT ,180.0,ML,180 ML,PLBOT,0,64127.0,CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA CURRY LEAVES AMLA & BRINGARAJ BLACK SHIELD SHAMPOO 180 ML PLBOT,180.0,ML,180.00 ML,PLBOT,,KARTHIKA BLACK SHIELD SHAMPOO,
UNILEVER LIPTON CEYLON,PONDS,PONDS AGE MIRACLE CREAM 35 GM/CD BOX,35.0,GM,35 GM,CD BOX ,1,,,,,,,,,MANUFACTURE,,
CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA SHAMPOO/180 ML/AMLA HENNA&ALOVERA/PLBOT ,180.0,ML,180 ML,PLBOT,2,,,,,,,,,ITEMDESC,KARTHIKA SHAMPOO,
RECKITT BENCKISER (LANKA) LTD,DETTOL,DETTOL PROSKIN/100 GM/BUY 2 SAVE 60/EWRPK ,100.0,GM,100 GM,EWRPK ,1,,,,,,,,,PACKSIZE,,64107
CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA SHAMPOO/40 ML/SHIKAKAI&HIBISCUS/PLBOT ,40.0,ML,40 ML,PLBOT ,0,64016.0,CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA CURRY LEAVES AMLA & BRINGARAJ BLACK SHIELD SHAMPOO 40 ML PLBOT,40.0,ML,40.00 ML,PLBOT,,KARTHIKA BLACK SHIELD SHAMPOO,
DARLEY BUTLER,COW & GATE STEP_UP 3,COW &GATE 3 /200 GM/1-3 YEARS/BUY 2 GET 1 FREE ,200.0,GM,200 GM,CD BOX,1,,,,,,,,,PACKSIZE,,64116
UNILEVER LANKA CONSUMER LIMITED ,SIGNAL,SINGNAL DEEP CLEAN DOUBLE PACK /SIGNAL ADULT TOOTH BRUSH/ SAVE 40,2.0,BRUSHES,2 BRUSHES ,PLPH ,1,,,,,,,,,MANUFACTURE,,64111
UNILEVER SRI LANKA LTD,SUNSILK,SUN SILK NOURISHING SOFT&SMOOTH/80 ML/FREE LUX BRIGHT  GLOW 75 GM SOAP ,80.0,ML,80 ML,PLBOT,2,,,,,,,,,ITEMDESC,Sun Silk Nourishing Soft & Smooth  and Lux Bright Glow Soap,
CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA SHAMPOO/80 ML/SHIKAKAI &HIBISCUS/PLBOT ,80.0,ML,80 ML,PLBOT ,0,64129.0,CAVINKARE PRIVATE LIMITED,KARTHIKA,KARTHIKA CURRY LEAVES AMLA & BRINGARAJ BLACK SHIELD SHAMPOO 80 ML PLBOT,80.0,ML,80.00 ML,PLBOT,,KARTHIKA BLACK SHIELD SHAMPOO,
NATURE'S BEAUTY CREATIONS LTD,PANDA BABY,PANDA BABY FLORAL COLOGNE/ 100 ML/ CD BOX ,100.0,ML,100 ML,CD BOX ,1,,,,,,,,,PACKTYPE,,47310
MAAM BISCUITS LANKA (PVT) LTD,MALIBAN SNACKERS SAVOURY,MALIBAN SNACKERS TOMATO FLAVOUR/25/GM,25.0,GM,25GM,PLPCH,1,,,,,,,,,MANUFACTURE,,31088
KANDURATA TEA PRODUCTS (PVT) LTD,KANDURATA,KANDURATA/1000/GM/CHILLI POWER/PLPCH,1000.0,GM,1000GM,PLPCH ,1,,,,,,,,,MANUFACTURE,,
SMITHKLINE BEECHAM PVT LTD,SENSODYNE,SENSODYNE SENSITIVE/SOFT/01 NO,1.0,NO,01 NO,01 NO,1,,,,,,,,,MANUFACTURE,,63964
HEMAS MARKETING,FEMS,FEMS/10/NO/PLPCH/3X PROTECTION COTTON FEEL WINGS,10.0,NO,10NO,PLPCH ,1,,,,,,,,,PACKTYPE,,51410
CEYLON BISCUITS LIMITED,MUNCHEE ,MUNCHEE/85/GM/PLPCH/CAROL COOKIES,85.0,GM,85GM,PLPCH ,1,,,,,,,,,BRAND,,64092
CHAMARA INDUSTRIES,CHAMARA,CHAMARA/80/PAGE/A7 NOTE BOOK.,80.0,PAGE,80PAGE,PPP,1,,,,,,,,,MANUFACTURE,,
ARALIYA BOOK INDUSTRIES (PVT) LTD,ARALIYA,ARALIYA/40/PAGE/A7 POCKET NOTE BOOK,40.0,PAGE,40PAGE ,PPP,1,,,,,,,,,PACKSIZE,,64095
FRESHVILE SWEETS PVT LTD.,DELZIAS,DELZIAS/8/GM/FOOTBALL BUBBLE GUM/PLBOT,8.0,GM,8GM,PLBOT ,1,,,,,,,,,MANUFACTURE,,63941
NUTRI FOOD SOLUTIONS ,NUTRI,NUTRI/60/ML/PLPCH/ICE POP FRUITY FRUIT FLOORED POPSICLE ,60.0,ML,60ML,PLPCH ,1,,,,,,,,,MANUFACTURE,,
NUTRI FOOD SOLUTIONS ,NUTRI,NUTRI/60/ML/PLPCH/ICE CREAM POP FALUDA MAGIC FALUDA WATER ICE COATED VANILLA ICE CREAM ,60.0,ML,60ML,PLPCH ,1,,,,,,,,,MANUFACTURE,,
NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI/25/GM/PLPCH/REAL COCONUT MILK POWDER ,25.0,GM,25 GM,PLPCH ,0,63953.0,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI REAL COCONUT MILK POWDER 25 GM PLPCH,25.0,GM,25.00 GM,PLPCH,,Maggi Real Coconut Milk Powder,
ICL MARKETING,BLACK KNIGHT,BLACK KNIGHT/18.5/ML/PBT/DARK KNIGHT POCKET PERFUME ,18.5,ML,18.5ML ,PBT,1,,,,,,,,,PACKSIZE,,64006
ICL MARKETING,BLACK KNIGHT,BLACK KNIGHT/18.5/ML/PBT/FRESH EXTREME POCKET PERFUME ,18.5,ML,18.5ML ,PBT,1,,,,,,,,,PACKSIZE,,64007
RECKITT BENCKISER (LANKA) LTD,LYSOL,LYSOL/500/ML/PBT/CITRUS TRIPLE GEM ACTION/FREE/HARPIC/200/ML/PBT/POWER PLUS 10X ADVANCED 5 MINUTES ACTION ,500.0,ML,500ML ,PBT,1,,,,,,,,,PACKTYPE,,64059
GLEAM HERBS (PVT) LTD.,GLEAM HERBS FASION WHITE,GLEAM HERBS FASION WHITE/25/GM/CDB/BRIGHTENING BOOSTED NIGHT CREAM,25.0,GM,25GM ,CDB,1,,,,,,,,,MANUFACTURE,,
UTN TRADING,ENCHANTEUR,"ENCHANTEUR/100/ML/PBT/ROMANTIC VISIBLY RADIANT SKIN VIT. A, C, E & NIACINAMIDE",100.0,ML,100ML ,PBT,1,,,,,,,,,PACKTYPE,,63971
GLEAM HERBS (PVT) LTD.,GLEAM HERBS FASION WHITE,GLEAM HERBS FASION WHITE/25/GM/CDB/BRIGHTENING BOOSTED DAY CREAM,25.0,GM,25GM ,CDB,1,,,,,,,,,MANUFACTURE,,
PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE/80/G/PLCUP/LOCAL GOODNESS STRAWBERRY FLAVOURED SET YOGHURT ,80.0,GM,80G,PLCUP,0,64096.0,PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE STRAWBERRY FLAVOURED SET YOGHURT 80 GM PLCUP,80.0,GM,80.00 GM,PLCUP,,Pelwatte Strawberry Flavoured Yoghurt,
WEERODARA STATIONERY (PVT) LTD,WEERODARA,WEERODARA/50G/PLBOT/CLEAR GLUE,50.0,GM,50G,PLBOT,1,,,,,,,,,MANUFACTURE,,
NATURE'S BEAUTY CREATIONS LTD,BONITA,BONITA/65/GM/CD BOX/ ELEGANT BEAUTY/NATURE'S BEAUTY CREATIONS LTD,65.0,GM,65 GM,CD BOX ,1,,,,,,,,,BRAND,,
HEMAS MARKETING,GOYA,GOYA ROSES/70/GM/CD BOX/RUBY RED/HEMAS MARKETING,70.0,GM,70 GM,CD BOX ,2,,,,,,,,,ITEMDESC,Goya Roses,
HEMAS MARKETING,GOYA,GOYA ROSESY/70 /GM/CD BOX/PRETTY PINK/HEMAS MARKETING,70.0,GM,70 GM,CD BOX ,2,,,,,,,,,ITEMDESC,Goya Rosy,
NP FOOD PRODUCTS ,NILAN PRODUCTS,NP FOOD PRODUCTS/1/KG/PLPCH/CHILLI PIECES ,1.0,KG,1KG,POUCH ,1,,,,,,,,,MANUFACTURE,,
NP FOOD PRODUCTS ,NILAN PRODUCTS,NP FOOD PRODUCTS/100/G/PLPCH/CURRY POWER ,100.0,GM,100G ,POUCH ,1,,,,,,,,,MANUFACTURE,,
CHRIS INTERNATIONAL,HRIS,CHRIS/220/ML/PLBOT/NEW CHRIS CARE FABRIC SOFTENER,250.0,ML,250ML ,PLBOT ,1,,,,,,,,,MANUFACTURE,,
NP FOOD PRODUCTS ,NILAN PRODUCTS,NP FOOD PRODUCTS/100/G/PLPCH/CHILLI PIECES ,100.0,GM,100G,POUCH ,1,,,,,,,,,MANUFACTURE,,
NP FOOD PRODUCTS ,NILAN PRODUCTS,NP FOOD PRODUCTS/50/G/PLPCH/CURRY POWER ,50.0,GM,50G ,POUCH ,1,,,,,,,,,MANUFACTURE,,
IMPORTED,JOHNSON'S,JOHNSON'S/100/ML/PLBOT/POWDER MIST BABY COLOGNE,100.0,ML,100ML ,PLBOT ,1,,,,,,,,,BRAND,,
MEDICHEMY PHARMACEUTICAL,HERBAL BLOOMS,HERBAL BLOOMS/100/ML/CDBOX/LIMEE GODAPARA HAIR CONDITIONER ,100.0,ML,100ML,CDBOX ,0,64104.0,MEDICHEMY PHARMACEUTICAL,HERBAL BLOOMS,HERBAL BLOOMS LIMEE GODAPARA HAIR CONDITIONER 100 ML CDBOX,100.0,ML,100.00 ML,CDBOX,,Herbal Blooms Limee Godapara Hair Conditioner,
HESPERUS MARKETING,GOOD LOOK,GOOD LOOK/80/GM/CDBOX/EXPRESS HAIR COLOUR CREAM 5 MIN FREE + GOOD LOOK 1/100/ML/PLBOT/KERATIN NOURISHING SHAMPOO 3IN1,80.0,GM,80GM ,CDBOX ,2,,,,,,,,,ITEMDESC,"1. Express Hair Colour Cream
   2. Keratin Nourishing Shampoo 3in1",
IMPORTED,VASELINE INTENSIVE CARE,VASELINE/400/ML/PLBOT/INTENSIVE CARE DRY SKIN REPAIR WITH PURE OAT EXTRACT DEEP MOISTURISATION ,400.0,ML,400ML,CD,1,,,,,,,,,BRAND,,
ARALIYA BOOK INDUSTRIES (PVT) LTD,ARALIYA,ARALIYA/120/PGS/1/NO/JAFFNA RULED A5 EX BOOK,120.0,PGS,120PGS,1 NO,1,,,,,,,,,PACKSIZE,,64094
UNILEVER SRI LANKA LTD,LUX,LUX/100/GM/EWRPK/SOFT GLOW VITAMIN C + E (BIG BEAUTY BAR) SOAP/SAVE RS 25,100.0,GM,100GM,EWRPK ,2,,,,,,,,,ITEMDESC,SOFT GLOW VITAMIN C + E  SOAP,
SWADESHI INDUSTRIAL WORKS LTD,KHOMBA BABY,KHOMBA BABY/70/G/CD BOX/KOHOMBA WITH COCONUT MILK/SAVE 15,70.0,GM,70G,CDBOX,2,,,,,,,,,ITEMDESC,KHOMBA WITH COCONUT MILK,
TOP BEVERAGES PVT LTD,TOP ,TOP/330ML/PLBOT/COLA,330.0,ML,330ML,PLBOT ,1,,,,,,,,,BRAND,,
TOP BEVERAGES PVT LTD,TOP ,TOP/330ML/PLBOT/ORANGE ,330.0,ML,330ML,PLBOT ,1,,,,,,,,,BRAND,,
TOP BEVERAGES PVT LTD,TOP ,TOP/1500ML/PLBOT/ORANGE ,1500.0,ML,1500ML,PLBOT ,1,,,,,,,,,BRAND,,
TOP BEVERAGES PVT LTD,TOP ,TOP/750ML/PLBOT/ORANGE ,750.0,ML,750ML,PLBOT ,1,,,,,,,,,BRAND,,
TOP BEVERAGES PVT LTD,TOP ,TOP/330ML/PLBOT/TGB,330.0,ML,330ML,PLBOT ,1,,,,,,,,,BRAND,,
TOP BEVERAGES PVT LTD,TOP ,TOP/750ML/PLBOT/TOP-UP,750.0,ML,750ML,PLBOT ,1,,,,,,,,,BRAND,,
TOP BEVERAGES PVT LTD,TOP ,TOP/750ML/PLBOT/COLA,750.0,ML,750ML,PLBOT ,1,,,,,,,,,BRAND,,
CEYLON BISCUITS LIMITED,MUNCHEE,MUNCHEE/85 GM/PLPCH/CAROL COOKIES,85.0,GM,85 GM,PLPCH ,1,,,,,,,,,BRAND,,64092
UNILEVER SRI LANKA LTD,VASELINE ,VASELINE /100ML/PET/VETOVE/,100.0,ML,100ML,PET,1,,,,,,,,,PACKTYPE,,
UNILEVER SRI LANKA LTD,VASELINE ,VASELINE /100ML/PET/NATURAL ALOE EXTACT,100.0,ML,100ML,PET,1,,,,,,,,,PACKTYPE,,
UNILEVER SRI LANKA LTD,WONDERLIGHT ,WONDERLIGHT /110G*2/POCH /KOHOMBA,110.0,GM,110G*2,POCH ,1,,,,,,,,,PACKSIZE,,63595
UNILEVER SRI LANKA LTD,WONDERLIGHT ,WONDERLIGHT /110G*2/POCH /LEMON ,110.0,GM,110G*2,POCH ,1,,,,,,,,,PACKSIZE,,63436
UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK /80ML/PET/STUNNING BLCK SHINE/FREE LIFEBUOY MILK PROREIN 75G,80.0,ML,80ML,PET,1,,,,,,,,,PACKTYPE,,63973
UNILEVER SRI LANKA LTD,WONDERLIGHT ,WONDERLIGHT /110G*2/POCH /JASMINE ,110.0,GM,110G*2,POCH ,1,,,,,,,,,PACKSIZE,,63595
KANDY MAX,CLEROX,CLEROX/60/ML/WHITENING WHITE CLOTHES,60.0,ML,60 ML,PLBOT,2,,,,,,,,,ITEMDESC,Clorox Whitening White Clothes,
NESTLE LANKA,NESTOMALT,NESTOMALT/400/GM/PLPCH/SAVER PACK/1 ST CUP/MALTED FOOD ,400.0,GM,400 GM,PLPCH,2,,,,,,,,,ITEMDESC,NESTOMALT,
SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA/67/GM/EWRPK/LEMONGRASS,67.0,GM,67 GM,EWRPK ,2,,,,,,,,,ITEMDESC,LEMONGRASS,
PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE/400/GM/PLPCH/FULL CREAM MILK POWDER SAVE RS.50/-,400.0,GM,400 GM,PLPCH ,0,63955.0,PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE FULL CREAM MILK POWDER 400 GM PLPCH + SAVE RS 50,400.0,GM,400.00 GM,PLPCH,,PELWATTE FULL CREAM MILK POWDER,
ORCHID DAIRY PRODUCTS ,TANG ,TANG/200/ML/PLCUP/ORANGE FLAVOURD ,200.0,ML,200 ML ,PLCUP ,1,,,,,,,,,MANUFACTURE,,
STASSEN FOODS LTD,FONTANA,FONTANA/1000ML/TPK/CRANBERRY FRUIT DRINK,1000.0,ML,1000ML,TPK,1,,,,,,,,,MANUFACTURE,,
UNILEVER SRI LANKA LTD,PONDS,PONDS SKIN INSTITUTE BRIGHT BEAUTY SERUM/15/GM/CD BOX,15.0,GM,15GM,CDBOX,1,,,,,,,,,BRAND,,61146
MAXX CONSUMER PRODUCTS (PVT) LTD,CIMAXX,CIMAXX CHILD SAFE GLUE 50GM,50.0,GM,50GM,PLBOT,1,,,,,,,,,MANUFACTURE,,
MAXX CONSUMER PRODUCTS (PVT) LTD,CIMAXX ,CIMAXX CHILD SAFE GLUE BATTA 30GM,30.0,GM,30GM,PLBOT,1,,,,,,,,,MANUFACTURE,,
CEYLON BISCUITS LIMITED,MUNCHEE,MUNCHEE/85/GM/CAROL COOKIES/PLCH,85.0,GM,85GM,PLCH,1,,,,,,,,,BRAND,,64092
JAYA FARM,JAYA FARM,JAYA FARM/ CHICKEN SAUSAGES/ 380/ GM/ PLPCH,380.0,GM,380 GM,PLPCH,1,,,,,,,,,MANUFACTURE,,
CHIRAN INDUSTRIES (PVT)LTD,NANO,NANO/ BOTTLED DRINKING WATER/1000/ ML /PLBOT,1000.0,ML,1000 ML,PLBOT,1,,,,,,,,,MANUFACTURE,,14624
CHIRAN INDUSTRIES (PVT)LTD,NANO,NANO/ BOTTLED DRINKING WATER/ 500/ ML /PLBOT,500.0,ML,500 ML,PLBOT,1,,,,,,,,,MANUFACTURE,,14623
WINCO LANKA FOOD PRODUCTS,WINCO,WINCO/500/GM/PLPCH /SPECIAL NOODLES ,200.0,GM,200GM,PLPCH ,1,,,,,,,,,BRAND,,64085
ASIAN TRADEMADE (PVT) LTD,GOLD QUEEN,GOLD QUEEN/200/GM/PLPCH/TOMATO SAUCE ,200.0,GM,200 GM,PLPCH ,2,,,,,,,,,ITEMDESC,TOMATO SAUCE,
SRI NUTRIFOODS (PVT) LTD,MACLEE CHOCOLATE CREAM,MACLEE CHOCOLATECREAM/90/GM/PLPCH ,90.0,GM,90GM ,PLPCH ,0,64047.0,SRI NUTRIFOODS (PVT) LTD,MACLEE CHOCOLATE CREAM,MACLEE CHOCOLATE CREAM BISCUITS 90 GM PLPCH (SRI NUTRIFOODS),90.0,GM,90.00 GM,PLPCH,,MACLEE Chocolate Cream Biscuits,
